x,z
-733,-9803
-732,-9804
-732,-9803
-732,4358
-731,-9805
-731,-9804
-731,4357
-730,-9806
-730,4356
-729,6858
-728,6857
-727,-7444
-727,6856
-726,-7445
-726,6855
-725,-7446
-724,-9313
-724,-7447
-724,-1
-723,-9314
-723,-2
-722,-9315
-722,-9314
-722,-3
-721,-9316
-721,-909
-721,-4
-720,-911
-720,-910
-719,-912
-719,-911
-718,-912
-717,-913
-717,-137
-717,8609
-716,-139
-716,-138
-715,-140
-715,-139
-714,-140
-713,-141
-712,633
-712,634
-711,632
-711,633
-711,8615
-710,632
-710,8077
-709,8076
-708,8075
-707,8074
-697,27
-696,26
-696,5162
-695,25
-695,26
-695,5161
-694,-3523
-694,24
-694,25
-694,5160
-693,-3524
-693,23
-692,-3525
-691,-3526
-691,6561
-690,6560
-689,6559
-689,6560
-688,6558
-688,6559
-687,-1692
-687,6557
-686,-1693
-685,-1694
-684,-1695
-681,3115
-680,3114
-679,3113
-678,3112
-678,6142
-677,3111
-677,6141
-676,6140
-675,59
-675,624
-675,6139
-674,623
-674,6138
-673,622
-672,621
-669,65
-669,2022
-668,2021
-667,2020
-667,2021
-666,2019
-661,8942
-660,1071
-660,8941
-660,8942
-659,1070
-659,8940
-659,8941
-658,-3919
-658,1069
-658,8939
-658,8940
-657,-3920
-657,1068
-657,8938
-656,-3921
-655,-3922
-654,3670
-653,3669
-652,-4443
-652,-1034
-652,3668
-652,3816
-651,-4444
-651,-1035
-651,3288
-651,3667
-651,3815
-650,-1036
-650,3287
-650,3666
-650,3814
-649,-4445
-649,3286
-649,3813
-648,3285
-648,3812
-640,-9757
-639,-9758
-639,754
-639,755
-638,-9759
-638,753
-638,754
-637,-9760
-637,753
-637,1140
-636,-7784
-636,1139
-635,-7785
-634,-7786
-633,-7787
-633,1099
-633,1626
-632,-7788
-632,1098
-632,1625
-631,1097
-631,1098
-631,1624
-630,1096
-630,1097
-630,1623
-629,1095
-626,-5854
-626,6866
-625,-5855
-625,-1005
-625,6865
-624,-5856
-624,-1007
-624,-1006
-624,6864
-623,-5857
-623,-1008
-623,-1007
-623,6863
-622,-5858
-622,-1008
-622,6862
-621,-1009
-610,4578
-610,6545
-609,4576
-609,4577
-609,6544
-608,4575
-608,4576
-608,6543
-607,4575
-607,6542
-606,4574
-603,-6071
-602,-6072
-601,-6073
-600,-6074
-599,-6075
-599,-1364
-599,8188
-598,-1365
-598,8187
-597,-1366
-597,8186
-596,-1367
-596,8185
-592,5797
-591,5796
-590,5795
-590,5796
-589,5794
-589,5795
-588,5793
-588,5794
-586,-3271
-585,-3272
-584,-3273
-584,-3272
-583,-7588
-583,-3274
-582,-7589
-581,-7590
-580,-7591
-577,-8397
-576,-8399
-576,-8398
-575,-8400
-575,-8399
-575,4949
-574,-8400
-574,4948
-573,-8401
-573,4947
-572,4946
-571,4945
-566,349
-565,348
-564,-5842
-564,347
-563,-5843
-563,346
-562,-5844
-562,-4015
-561,-4016
-560,-4017
-559,-4018
-557,-9914
-556,-9915
-555,-9916
-554,-9917
-553,-117
-552,-118
-551,-119
-551,-118
-550,-120
-550,-119
-549,-121
-540,7462
-539,2345
-538,2344
-537,2343
-536,-1205
-536,2203
-536,2342
-535,-1207
-535,-1206
-535,2202
-535,2341
-534,-1207
-534,2201
-534,6524
-534,6525
-534,7468
-533,-1208
-533,2200
-533,6523
-533,6524
-532,-2161
-532,6522
-532,6523
-531,-2162
-531,6522
-530,-2163
-530,-2162
-530,6521
-529,-2164
-526,5427
-525,5426
-520,3324
-519,3322
-519,3323
-518,3321
-518,3322
-517,-2481
-517,3321
-516,-2482
-516,3320
-515,-2483
-515,-2482
-514,-2484
-514,-2483
-513,-2485
-510,8902
-509,8901
-508,8900
-508,8901
-507,8899
-507,8900
-506,8898
-501,6510
-500,6509
-500,9151
-499,6508
-499,9150
-498,6507
-498,9149
-497,9148
-492,-9656
-491,-9657
-490,-9658
-490,-9657
-490,-6775
-490,3977
-489,-9659
-489,-9658
-489,-6776
-489,3976
-488,-9660
-488,-6777
-488,3975
-488,3976
-487,-6778
-487,3974
-482,1872
-481,1871
-481,4467
-480,1870
-480,4466
-479,4465
-478,4464
-477,-5754
-477,4463
-476,-5755
-476,-2873
-475,-5756
-475,-2874
-474,-5757
-474,-5655
-474,-2875
-474,-2487
-473,-5656
-473,-2876
-473,-2488
-472,-5657
-472,-2489
-471,-5658
-471,-2490
-459,6505
-458,6504
-457,6503
-456,6502
-455,6501
-446,-2459
-445,-6682
-445,-2461
-445,-2460
-444,-6683
-444,-2461
-444,7238
-443,-6684
-443,-2462
-443,7237
-442,-6685
-442,7236
-437,-4611
-436,-4612
-436,-2497
-435,-4613
-435,-2498
-434,-2499
-433,-2500
-431,6532
-430,6531
-429,6530
-428,6529
-421,3853
-420,-5986
-420,3852
-419,-5987
-419,3851
-419,7121
-419,8848
-418,-5988
-418,7120
-418,8847
-417,7119
-417,8846
-416,7118
-416,8845
-409,-1702
-408,-1703
-407,-1704
-407,-1703
-406,-1705
-400,6132
-399,6131
-398,6130
-397,6129
-396,3495
-396,6128
-395,3494
-394,3493
-394,3494
-393,3492
-391,-2441
-387,9648
-386,-2436
-386,9646
-386,9647
-385,9646
-384,9645
-380,-1001
-379,-1002
-378,-5991
-378,-1003
-377,-5993
-377,-5992
-377,-1004
-377,5388
-376,-5993
-376,-4164
-376,5387
-375,-5994
-375,-4166
-375,-4165
-375,5386
-375,5387
-374,-4167
-374,-4166
-374,5385
-374,5386
-373,-4167
-373,5384
-373,5385
-372,-4168
-372,5383
-368,3523
-367,3522
-366,3521
-365,2442
-365,3520
-365,8517
-364,2443
-364,8516
-363,8515
-359,9149
-358,9147
-358,9148
-357,-8562
-357,9146
-357,9147
-356,-8563
-356,9146
-355,-8564
-355,9145
-354,-8565
-354,2049
-354,9633
-353,2048
-353,7138
-353,9632
-352,2047
-352,7137
-352,9631
-351,2046
-351,7136
-351,9630
-350,-6490
-350,7135
-349,-6492
-349,-6491
-348,-6493
-348,-6492
-348,8583
-347,-6493
-347,8582
-346,-6494
-346,8581
-345,8580
-342,-8527
-341,-8526
-338,-4175
-337,-4176
-336,-4177
-335,-4178
-317,1125
-316,1124
-315,1123
-311,-4821
-310,-4822
-310,-4821
-309,-4823
-309,-4822
-309,-4675
-309,2
-308,-4824
-308,-4676
-308,3
-307,-4677
-307,4
-301,9303
-300,9302
-299,9301
-298,-7494
-298,-677
-298,9300
-297,-7495
-297,-678
-297,9299
-296,-7496
-296,-679
-296,-678
-295,-7497
-295,-680
-295,-679
-294,-7498
-294,-681
-294,-680
-294,7726
-293,7724
-293,7725
-292,7723
-292,7724
-291,7723
-290,7722
-284,7928
-283,7927
-282,7926
-281,7925
-280,7924
-279,9335
-276,-4802
-275,-4801
-273,9341
-271,-122
-270,-7467
-270,-4796
-270,-123
-269,-7468
-269,-7467
-269,-124
-269,-123
-268,-7469
-268,-7468
-268,-125
-268,-124
-267,-7470
-267,-7469
-267,-126
-267,-125
-266,-7471
-260,-3042
-259,-3043
-258,-3044
-257,1139
-256,1138
-255,1137
-254,1136
-253,-3705
-253,1135
-252,-3707
-252,-3706
-251,-3708
-251,-3707
-250,-3708
-249,-3709
-247,7004
-246,7003
-245,7002
-245,7003
-244,7001
-240,5667
-239,5666
-238,5665
-237,5664
-232,-6276
-232,5243
-231,-6277
-231,5242
-231,5243
-230,-6278
-230,5241
-230,5242
-229,-6279
-229,5240
-229,5241
-228,-6280
-221,4678
-220,4677
-219,4676
-218,4675
-218,9386
-217,-9238
-217,9385
-216,-9239
-216,9384
-216,9385
-215,-9240
-215,-9239
-215,9383
-215,9384
-214,-9241
-214,4255
-214,9382
-213,4254
-212,4253
-212,4254
-211,2959
-211,4252
-211,4253
-210,2958
-210,4251
-210,4252
-209,2957
-209,4250
-203,9593
-202,7098
-202,9592
-201,1721
-201,7097
-201,9591
-200,1720
-200,7096
-200,9590
-199,1719
-199,7095
-199,9589
-186,7978
-185,7977
-184,-6324
-184,7976
-183,-6325
-183,7975
-183,9804
-182,-6326
-182,7974
-182,9803
-181,-6327
-181,8222
-181,9802
-180,8221
-180,9801
-179,-2431
-179,8220
-178,-2432
-178,8219
-177,-2433
-177,-2432
-176,-2434
-176,-2433
-175,-2435
-157,-1594
-156,-1595
-156,-1594
-155,-1596
-155,-1595
-154,-1597
-154,-1596
-153,-1598
-136,-7813
-135,-7814
-134,-7815
-133,-7816
-127,7891
-126,7890
-125,7889
-124,-7502
-122,-3430
-122,7849
-122,8376
-121,-3431
-121,7848
-121,8375
-120,-3432
-120,7847
-120,7848
-120,8374
-119,-7497
-119,-3433
-119,7846
-118,-3434
-115,2863
-114,2862
-113,-8030
-113,2861
-112,-8031
-111,-8032
-110,-8033
-110,-7516
-108,-6344
-107,-6346
-107,-6345
-106,-6347
-106,-6346
-105,-7511
-105,-6347
-104,-6348
-104,-3365
-103,-3366
-103,9742
-102,-3367
-102,-3366
-102,9741
-101,-3368
-101,9740
-101,9741
-100,9739
-100,9740
-99,9738
-99,9739
-98,9737
-95,-3789
-95,4191
-94,-3790
-93,-3791
-93,680
-92,678
-92,679
-91,677
-91,678
-90,676
-90,677
-90,4196
-89,676
-89,4197
-89,5100
-88,5099
-87,5098
-87,5099
-86,-7475
-86,5097
-86,5098
-85,-7476
-85,5096
-85,5097
-84,-7477
-84,2463
-83,-7478
-83,2462
-82,2461
-81,2460
-79,7843
-78,-5968
-78,7842
-77,7841
-73,-5963
-71,316
-70,315
-69,314
-68,-7282
-68,313
-62,-7276
-62,-1689
-61,-1690
-60,-7834
-60,-1691
-60,-1690
-59,-7835
-59,-7834
-59,-1692
-59,-1691
-58,-7836
-58,-7835
-58,-1693
-58,-1692
-56,4458
-55,4457
-54,4456
-47,772
-46,771
-46,7062
-45,770
-45,7061
-44,769
-44,7060
-43,7059
-42,7058
-37,4670
-36,4668
-36,4669
-35,4668
-34,4667
-33,4666
-24,2523
-23,2521
-23,2522
-22,2521
-21,-8898
-21,2520
-20,-8899
-19,-8900
-18,-8901
-15,6661
-14,-2651
-14,6660
-13,-2652
-13,6659
-13,6660
-12,-2653
-12,6658
-12,6659
-11,-5527
-11,-2654
-11,5752
-11,6657
-10,-5528
-10,5751
-9,-5529
-9,762
-9,5750
-8,-5530
-8,761
-8,5749
-8,7052
-7,-5531
-7,760
-7,7050
-7,7051
-6,759
-6,7049
-6,7050
-5,-2401
-5,7049
-4,-2403
-4,-2402
-4,7048
-3,-2404
-3,-2403
-2,-2404
-1,-2405
5,1736
6,1735
7,1734
7,1735
8,1733
12,-6418
13,-6419
13,-2623
14,-6420
14,-2624
15,-2625
15,-2624
16,-2626
16,-2625
16,5781
17,-2627
17,5779
17,5780
18,5778
18,5779
19,-5113
19,5777
19,5778
20,-5115
20,5777
21,-5116
22,2089
23,2087
23,2088
24,2087
25,2086
27,9151
28,9149
28,9150
29,9148
29,9149
30,9148
31,9147
33,-2172
34,-2173
34,-2172
35,-2174
35,-2173
36,-2175
36,-2174
37,-2176
50,4851
51,4850
54,-9704
54,943
55,944
56,3274
57,3273
58,3272
60,-9698
64,9381
65,9380
66,9379
66,9380
67,9378
67,9379
68,9377
68,9378
72,5050
74,3053
75,-8754
75,-5345
75,3052
76,-8755
76,-5346
76,3051
76,3199
77,-8756
77,-8755
77,-5347
77,3050
77,3197
77,3198
77,5055
78,-9662
78,-8757
78,-5348
78,3197
79,-9663
79,-5349
79,3196
80,-9664
81,-9665
82,-9666
88,5228
89,5227
90,-2644
90,5226
90,5227
91,-2645
91,5225
91,5226
92,-2646
92,5224
102,5962
103,-8726
103,5961
104,-8727
104,5960
104,5961
105,-8728
105,5959
105,5960
106,-9635
106,-8729
106,5958
107,-9636
108,-9637
108,2271
109,-9638
109,2270
110,2269
111,2268
113,307
114,306
115,305
118,-7079
118,3396
119,-7080
119,-7079
120,-7081
120,-7080
121,-7082
121,-7081
122,-7083
123,3401
124,3402
129,-5261
130,5990
131,5989
132,5988
133,5987
134,-5256
134,5986
135,2299
136,2298
137,2297
138,-3219
138,2296
139,-5714
139,-3220
139,2295
140,-5715
140,-3221
140,-3220
141,-5716
141,-3222
142,-5717
142,6624
142,6625
143,6623
143,6624
144,-7022
144,6622
144,6623
145,6622
146,-9019
146,6621
147,-9020
148,-9021
148,-9020
148,-6905
149,-9022
149,-7017
149,-6907
149,-6906
150,-6907
151,-6908
153,-3252
154,-7715
154,-3254
154,-3253
155,-8002
155,-7716
155,-3254
156,-8003
156,-7717
156,-3255
157,-8004
157,-7718
158,-8005
158,-6943
159,-6944
160,-6945
161,-6946
161,-1053
166,-3191
166,-1048
167,-3192
168,-3193
169,-3194
174,-5823
175,-5824
176,-5825
177,-5826
180,6328
181,6327
182,6326
183,-8742
183,6325
184,-8743
185,-8744
186,-8745
186,-7729
187,-7730
188,-7731
188,-7730
188,-2466
189,-7732
189,-7731
190,-7733
190,-7732
191,-7734
191,-1821
192,-1823
192,-1822
193,-3163
193,-1824
193,-1823
194,-3164
194,-2460
194,-1824
195,-3165
195,-1825
196,-3166
197,-3167
200,1403
201,1402
202,-5796
202,-5795
202,1401
203,-5797
203,-5796
203,1400
204,-5798
204,-5797
205,-5798
206,7410
207,7409
208,7408
208,7409
209,7407
209,7408
210,7406
212,-2424
213,-2426
213,-2425
213,9768
214,-2427
214,-2426
214,1610
214,9767
215,-2427
215,1609
215,6219
215,9766
216,-4294
216,-2428
216,1608
216,1609
216,2523
216,6218
216,9765
217,-4295
217,1607
217,1608
217,2522
217,6217
218,-4296
218,1606
218,2521
218,6216
219,2520
219,6215
225,2773
225,3299
226,2771
226,2772
226,3298
227,2770
227,2771
227,3297
228,2770
229,2769
233,-820
234,-821
234,-820
235,-822
235,-821
235,6670
236,-823
236,-822
236,6669
237,6668
238,6667
239,4033
240,4032
241,4031
242,6774
243,6773
244,6772
245,6771
246,6770
247,-4021
248,-4022
249,-4023
249,-4022
249,-2194
250,-5844
250,-5843
250,-4024
250,-4023
250,-2195
251,-5845
251,-5844
251,-4025
251,-2196
251,-2195
252,-5846
252,-5845
252,-2197
252,-2196
252,3328
253,-5846
253,-2198
253,-2197
253,3326
253,3327
254,3325
254,3326
255,-7567
255,3325
256,-7568
256,3324
257,-7569
258,4448
263,4453
263,6938
264,6937
265,6936
266,6935
268,4161
269,4160
270,4159
270,4160
270,4661
271,4158
271,4159
271,4662
272,4157
272,4158
272,4663
273,4156
274,-1498
275,-1499
275,6759
276,-1500
276,6758
277,-1501
277,6757
277,6758
278,-1502
278,6756
278,6757
279,6755
281,-453
285,-1777
286,-1778
287,-1779
287,-447
293,4857
294,4856
295,4855
296,4854
297,4853
304,6786
305,6785
306,6784
308,-7875
309,-7874
314,-5058
315,-5059
316,-5060
316,-5059
317,-5061
317,-5060
318,-5062
329,5662
330,5660
330,5661
331,5659
331,5660
332,5658
332,5659
332,6287
333,5658
333,6286
334,6285
335,6284
341,-9879
342,-9880
343,-9881
344,-9882
345,-9883
347,7657
352,7662
353,-7036
354,-7037
355,-7038
356,-7039
359,-743
359,-742
360,-744
360,-743
361,-745
361,-744
362,-745
368,-1694
369,-1695
370,-9852
370,-1696
371,-9853
371,-2362
372,-9854
372,-2363
373,-2364
374,-2365
379,-818
380,-819
381,-820
381,1776
382,-821
382,1775
383,1774
384,1773
392,-8341
393,-8342
394,-8343
395,-8344
395,-1665
395,7668
396,-1666
396,1216
396,7669
397,-1667
397,1215
398,-1668
398,1214
399,-7711
399,-2334
399,-1669
399,1213
400,-7712
400,-2336
400,-2335
400,1212
401,-7713
401,-2336
402,-2337
408,1804
409,1803
410,1802
410,1803
411,1801
411,1802
412,1800
417,-828
418,-829
419,-830
420,-831
424,1243
425,1242
426,-7682
426,1241
427,-7683
427,1240
428,-7684
429,-7685
430,-7686
430,-2208
430,4609
431,-2209
431,4608
432,-2210
432,4607
432,5522
433,-3117
433,4606
433,5521
434,-3118
434,-3117
434,5520
435,-3119
435,-3118
436,-3119
438,-6807
438,8121
439,-6809
439,-6808
439,3658
439,8120
440,-6809
440,3657
440,8119
441,-6810
441,3656
441,8118
442,3655
451,-8954
452,-8956
452,-8955
453,-8956
454,-8957
458,1228
459,1227
459,4636
459,5550
460,1226
460,4635
460,5549
461,4633
461,5548
462,5547
463,419
464,418
465,417
466,416
467,415
469,8394
470,8393
471,8392
471,8393
472,3818
472,8391
472,8392
473,8390
473,8391
474,8389
475,-2355
475,7197
476,-2356
476,7196
477,-2357
477,3823
477,7195
478,3824
480,-2674
481,2212
481,9796
482,2210
482,2211
482,7301
482,9795
483,2210
483,7300
483,9794
484,2209
484,7299
484,9793
485,-2669
485,7298
493,-8719
494,-8720
495,-8721
496,-8722
497,-8723
497,-7421
498,-7422
499,-7423
500,3431
501,3430
502,3429
503,3428
511,2099
512,2097
512,2098
513,2096
513,2097
514,2096
515,2095
519,3643
520,3641
520,3642
521,3640
521,3641
522,-721
522,3640
523,-722
523,3639
523,4415
524,-723
524,-722
524,4413
524,4414
525,-724
525,-723
525,4412
525,4413
526,-725
526,-724
526,4412
527,4411
528,-5854
529,-5855
529,-5854
529,7780
530,-6521
530,-5856
530,-5855
530,7779
531,-6522
531,7778
531,7779
532,-6523
532,-6522
532,7777
533,-6524
533,-6523
534,-6525
534,-6524
534,8025
535,1594
535,8024
536,1593
536,8023
537,1592
537,1593
537,8022
538,1591
543,-2765
544,-2766
545,-2767
545,-2766
546,-2768
546,-2767
547,-2769
550,-167
551,-168
551,-167
552,-169
552,-168
553,-170
553,-169
554,-171
561,8053
562,8052
563,8051
564,8050
565,-2168
565,8049
566,-2169
567,-2170
568,-2171
574,290
575,288
575,289
576,287
576,288
577,287
578,286
580,247
581,246
582,245
583,244
583,5241
584,5240
585,5239
589,324
590,325
591,-9870
592,-9871
593,-9872
594,-9873
596,-2846
599,-4918
599,-2950
600,-4919
600,-2951
601,-7700
601,-4920
601,-2952
601,-2841
601,8189
602,-7701
602,-4921
602,-2953
602,5693
602,8187
602,8188
603,-7702
603,5692
603,8186
603,8187
604,-7703
604,1470
604,5691
604,8186
605,1469
605,5690
605,8185
606,1468
607,275
608,274
609,273
610,272
611,271
614,6042
615,3547
615,6040
615,6041
616,-9461
616,3545
616,3546
616,6039
616,6040
617,-9462
617,3544
617,3545
617,6039
618,-9463
618,3544
618,6038
619,-9464
619,3543
621,8353
622,8352
623,3649
623,8351
623,8352
624,3648
624,8350
624,8351
624,8498
625,3647
625,8349
625,8497
626,8496
627,9925
628,9926
630,8957
631,8958
632,8959
633,9931
644,-4057
645,-4058
646,-4059
647,-4060
647,7717
649,-6585
651,-545
652,-546
652,7722
653,-547
654,-8270
654,-6580
654,-548
655,-8272
655,-8271
655,-6579
655,-549
656,-8273
656,-8272
657,-8273
658,-8274
658,-6844
658,1813
659,1812
660,-4378
660,1811
660,4166
660,4167
661,-4379
661,1810
661,4165
661,4166
662,-4380
662,4164
662,4165
662,7961
663,4164
663,7960
664,-6838
664,7959
665,7958
667,-1106
668,-1107
669,-1108
669,3456
670,-1109
670,3455
671,3454
672,3453
672,6196
673,6195
674,6194
675,6193
676,6192
682,-2867
683,-2868
683,1456
684,-2869
684,1454
684,1455
685,-2870
685,1453
685,1454
686,1452
686,1453
686,1840
686,1841
687,1452
687,1839
687,1840
688,1451
688,1838
688,1839
689,1838
693,-7367
693,-5400
694,-7368
694,-5401
695,-7369
695,-5402
696,-7370
697,-7371
697,-6574
698,-6573
698,3630
698,7565
699,-6572
699,3629
699,7564
700,3628
700,7563
701,3627
701,7562
702,-4383
702,3626
703,-4384
703,6082
704,-4385
704,6081
704,7410
705,-4386
705,6080
706,6079
710,7416
711,6185
712,6184
713,6183
714,-2354
715,-2355
716,-2356
716,-2355
717,-2357
717,-2356
718,-2358
724,-7481
725,-7483
725,-7482
726,-7483
726,6779
726,7066
727,-7484
727,7065
728,6778
728,7064
729,6777
729,7063
730,6776
730,7062
737,-2571
738,-2572
738,7941
739,-2573
739,-2572
739,7939
739,7940
740,-2574
740,-2573
740,7939
741,-2575
741,7938
751,-9420
751,6561
752,-9422
752,-9421
752,6560
753,-9423
753,-9422
753,6559
754,-9424
754,-9423
755,-9424
756,-9425
757,6952
758,6950
758,6951
759,6950
760,4842
760,4843
760,6949
761,4841
761,4842
762,4840
762,4841
763,-6338
763,4840
764,-6339
765,-6340
766,-6341
768,9795
769,9794
770,9793
771,9792
774,4877
775,4878
776,-614
776,4879
777,-615
778,-616
785,3044
786,3043
787,3042
788,3041
790,8665
791,8663
791,8664
792,-6202
792,8663
793,8662
798,-6196
802,7045
803,7044
804,7043
805,7042
810,5421
811,5420
812,-4271
812,5419
813,-4273
813,-4272
813,-2831
813,5418
814,-4274
814,-4273
814,-2833
814,-2832
815,-4275
815,-4274
815,-2834
815,-2833
816,-4275
816,-2834
817,-4276
817,-2835
819,-1673
820,-1675
820,-1674
821,-1676
821,-1675
821,8791
822,-7191
822,-1676
822,8790
823,-7193
823,-7192
823,-1677
823,8789
824,-7193
825,-7194
828,8368
829,8367
830,8366
831,8365
832,8364
836,2328
836,8471
837,2327
837,8470
838,2326
838,8469
839,2325
839,8468
840,-4004
840,2324
840,9003
841,-4005
841,9001
841,9002
842,-4006
842,9001
843,-4007
843,9000
844,-4008
846,-2846
847,-2847
848,-2848
849,-2849
850,-2850
851,4742
852,4741
852,4742
853,4740
853,4741
854,4739
854,4740
855,-389
855,7242
856,-390
856,7240
856,7241
857,-391
857,-390
857,6427
857,7240
858,-392
858,-391
858,6426
858,7239
859,-393
859,6425
862,6145
863,6144
864,6143
865,6142
866,-2635
867,-2636
868,-2637
869,-2638
872,-7140
873,-7141
874,-7142
874,-7141
875,-7143
875,-7142
876,-7144
879,594
880,593
881,592
882,591
883,-361
884,-362
885,-363
885,7655
886,-364
886,7654
887,-365
887,7653
891,-1025
892,-1026
893,-1027
894,-1028
895,-1029
902,340
907,345
908,-2160
909,-2161
910,-2162
910,-2161
911,-2163
911,-2162
912,-2164
912,2307
913,2306
914,2305
915,2304
918,-5320
919,-5321
920,-5322
923,-2193
923,9326
924,-7330
924,-2194
924,9325
925,-8384
925,-7331
925,-2195
925,9324
926,-8385
926,-7332
926,-2196
926,3042
926,9323
927,-8386
927,-2197
927,3040
927,3041
928,-8387
928,3039
928,3040
929,3039
930,3038
934,8234
935,-663
935,8233
936,8232
936,8233
937,-1438
937,7853
937,8231
937,8232
938,-1437
938,7851
938,7852
938,8230
939,-1436
939,7850
939,7851
940,-658
940,2335
940,7850
941,2333
941,2334
941,7849
942,2333
943,2332
945,-6733
945,-6732
946,-6734
946,-6733
947,-6735
947,-6734
948,-6735
949,8201
950,8200
951,8199
952,8198
953,8197
955,574
956,573
957,572
957,7103
958,571
958,7102
959,3027
959,7101
960,-8493
960,3026
961,-8495
961,-8494
961,3025
962,-8495
962,3024
963,-8496
963,3023
967,-8389
967,-3688
967,-3687
968,-8391
968,-8390
968,-3689
968,-3688
969,-8392
969,-8391
969,-3690
969,-3689
970,-8392
970,-6850
970,-3691
971,-8393
971,-6851
971,9805
972,-6852
972,-6851
972,7697
972,9804
973,-6853
973,-6852
973,-3583
973,7696
973,9803
974,-6854
974,-3584
974,7695
974,7696
975,-3585
975,-3584
975,7694
975,7695
976,-3586
976,-3585
976,5587
976,7693
976,7694
977,-3587
977,5586
977,7692
978,5585
978,5586
979,5584
980,5583
980,6119
981,6118
982,6117
983,-4647
983,6116
989,-4641
989,3163
991,-7693
992,-7694
993,-7695
994,-7696
994,3168
995,-5240
996,-5241
997,-5242
997,-632
998,-5243
998,-5242
998,-2887
998,-633
998,9833
999,-5244
999,-2888
999,-634
999,1962
999,9832
1000,-2889
1000,-635
1000,1961
1000,9831
1001,-2890
1001,1960
1001,9830
1002,1959
1009,-3565
1009,-849
1014,-5702
1015,-5703
1015,-3559
1015,-843
1016,-5704
1017,-5705
1017,9371
1018,-5706
1018,6109
1018,9370
1019,6108
1019,9369
1020,-8193
1020,6107
1021,-8194
1021,6106
1022,-8195
1023,-8196
1023,7794
1024,7793
1025,7792
1025,8008
1026,7791
1026,8009
1029,-7177
1030,-7178
1031,-7179
1036,-3664
1037,-3665
1038,-3666
1039,-3667
1040,-3668
1042,-5675
1043,-5676
1044,-5677
1044,-5676
1045,-5678
1045,-4089
1046,-4090
1047,-4091
1051,-9399
1054,-5567
1055,-5568
1055,6100
1056,-5569
1056,6098
1056,6099
1057,-9393
1057,-5570
1057,6097
1057,6098
1058,6096
1058,6097
1059,6096
1060,-6136
1060,6095
1061,-6137
1062,-6138
1063,-6139
1064,-6140
1071,-4974
1072,-4975
1073,-4976
1074,-4977
1075,-8310
1076,-8309
1076,6263
1077,-8308
1077,775
1077,6262
1078,6261
1078,6262
1079,4440
1079,6260
1080,4439
1080,4440
1082,780
1095,-629
1096,-630
1097,-631
1097,-630
1098,-632
1098,-631
1099,-633
1102,-7342
1103,-7343
1104,-7344
1105,-7345
1106,-7346
1111,-3330
1112,-3329
1113,-3328
1118,-6222
1119,-6223
1120,-6224
1121,-6225
1121,-2428
1122,-6226
1122,-2429
1123,-2430
1124,-2431
1130,-7315
1131,-7316
1131,-7315
1132,-7317
1132,-7316
1133,-7318
1133,-7317
1134,-7319
1137,7763
1138,-9420
1138,-9419
1138,7762
1138,9444
1139,-9421
1139,-9420
1139,7761
1139,9443
1140,-9422
1140,-9421
1140,9442
1141,-9422
1143,-6293
1144,-6294
1145,-6295
1146,-6296
1147,-6297
1150,-9071
1150,-5663
1151,-9073
1151,-9072
1151,-5664
1152,-9073
1152,-5665
1153,-9074
1153,-5666
1154,-2923
1155,-2924
1156,-2925
1157,-2926
1166,-607
1167,-608
1168,-609
1169,-9294
1169,-9293
1169,-610
1170,-9295
1170,-9294
1171,-9295
1175,7227
1176,7225
1176,7226
1177,7224
1177,7225
1178,7224
1179,7223
1185,7956
1186,7955
1187,-6346
1187,7954
1188,-6347
1188,7953
1189,-6348
1190,-6349
1192,-2933
1193,-2935
1193,-2934
1194,-2935
1195,-2936
1210,-3395
1211,-3396
1212,-3397
1213,-3398
1217,-2524
1218,-2525
1219,-2665
1219,-2526
1220,-2666
1220,-2527
1221,-2667
1221,-2666
1222,-2668
1222,-2667
1223,-2669
1229,-2176
1230,-2177
1231,-5965
1231,-2178
1232,-5967
1232,-5966
1232,-2844
1232,-2179
1233,-5968
1233,-5967
1233,-2845
1233,5940
1234,-8860
1234,-5968
1234,-2846
1234,5939
1235,-5969
1235,-2847
1235,5938
1236,-9130
1236,-2848
1236,5937
1237,-9131
1237,-9130
1238,-9557
1238,-9132
1238,-9131
1239,-8855
1240,-9558
1241,-9559
1241,7484
1242,-9560
1242,-6568
1242,7483
1243,7482
1244,3167
1244,7481
1245,-6146
1245,3166
1246,-6147
1246,3165
1247,-6563
1247,-5519
1247,3164
1248,-5520
1249,-5521
1258,-5410
1259,-5412
1259,-5411
1260,-5413
1260,-5412
1260,1119
1261,-5413
1261,1118
1262,-5414
1262,1117
1263,1116
1271,-3382
1272,-3383
1273,-3384
1273,-3383
1274,-5491
1274,-3385
1275,-5492
1276,-5493
1277,-5494
1277,6561
1278,6560
1279,6559
1280,6558
1281,5892
1281,6557
1282,5891
1283,5890
1284,5889
1287,-821
1288,-822
1289,-823
1289,-822
1289,7196
1290,-824
1290,-823
1290,7194
1290,7195
1291,7194
1292,7193
1300,-1914
1300,5430
1301,-1915
1301,5429
1302,-1916
1302,5428
1305,-5104
1306,-5103
1307,-5986
1307,-5102
1308,-5987
1308,8174
1309,-5988
1309,8173
1310,-5989
1310,8172
1312,-125
1313,-126
1314,-127
1315,-128
1320,-22
1321,-23
1322,-24
1328,-3180
1329,-3181
1330,-3182
1331,-3183
1332,-3184
1332,1767
1332,3208
1333,1766
1333,3207
1334,1765
1334,1766
1334,3206
1334,3207
1335,1764
1335,3205
1335,3206
